ID,pred
25318,0.03521749760892647
25319,0.013061833773783865
25320,0.004585052721874651
25321,0.5764197384463897
25322,0.02126434754518264
25323,0.00698691808082552
25324,0.002694702487660756
25325,0.004954354625594778
25326,0.019650934269288864
25327,0.3514452092219319
25328,0.7029015880801054
25329,0.041173472276287586
25330,0.0026703011812173123
25331,0.004974739296020536
25332,0.0075111722856821255
25333,0.05580422085525121
25334,0.049454696860639996
25335,0.0032309689696139042
25336,0.005051920853221774
25337,0.30595885102589737
25338,0.08762759720393988
25339,0.05851641825525235
25340,0.00351722753908469
25341,0.015206908863162135
25342,0.3091525952692108
25343,0.005726154497236706
25344,0.008341054033592116
25345,0.014891503256855673
25346,0.012728355213991576
25347,0.006706590232755786
25348,0.01267821276724086
25349,0.00382051091169004
25350,0.007225487047808718
25351,0.004596349654718701
25352,0.04377532393165139
25353,0.0053643192128654885
25354,0.016682566385336946
25355,0.23795397741645039
25356,0.04742779566840474
25357,0.017188927913116908
25358,0.05208849372900116
25359,0.12456407654490619
25360,0.004404513802948788
25361,0.011536682478794
25362,0.04060039246723889
25363,0.6134928690155697
25364,0.0036908961196312887
25365,0.016781041484782433
25366,0.004478677622421022
25367,0.013909129692106094
25368,0.46811139716816214
25369,0.02385042899215911
25370,0.0022164087099800383
25371,0.07074053753838953
25372,0.019288714552410668
25373,0.07297056997682462
25374,0.05273937614863194
25375,0.003497219970441352
25376,0.04106283868348233
25377,0.013195276140225051
25378,0.02714490976357097
25379,0.03810258699141273
25380,0.02966146805474192
25381,0.009189261732355423
25382,0.005606215359533154
25383,0.04916081893604513
25384,0.005965004513052083
25385,0.030591723306915817
25386,0.003509442223571999
25387,0.02450164325370307
25388,0.01376332761951409
25389,0.4808246407348671
25390,0.007547603073474432
25391,0.008036161255336273
25392,0.6380457098536687
25393,0.022098991484051176
25394,0.277514753057785
25395,0.03539893327113601
25396,0.0029815315458823
25397,0.014723000119137726
25398,0.7462264978335655
25399,0.12297689002387738
25400,0.018713548009204044
25401,0.0064034196057901815
25402,0.4847999650853753
25403,0.015604485554626287
25404,0.004023056565268379
25405,0.42984659565899447
25406,0.0032929400886678793
25407,0.02352340996329829
25408,0.3399017846248574
25409,0.014518581526059015
25410,0.02933444109741902
25411,0.013249103773308584
25412,0.15824460465431445
25413,0.8407176293498856
25414,0.471392816877141
25415,0.5208265816608402
25416,0.004363502520463326
25417,0.4053797346380404
25418,0.005943410938263137
25419,0.006981697246037294
25420,0.023973948597461468
25421,0.006618396555303454
25422,0.0023082085541132036
25423,0.013889958179879596
25424,0.010043901253221979
25425,0.0060157840865372545
25426,0.05649454914599374
25427,0.11333553321225706
25428,0.013511979438875398
25429,0.1681070162950416
25430,0.06299981161447929
25431,0.01963754138723333
25432,0.017323345251695738
25433,0.012226590057791002
25434,0.6226471159171048
25435,0.008389188656844772
25436,0.0030327057587196523
25437,0.02089338761528201
25438,0.011797297590946417
25439,0.3084277860476797
25440,0.04009880276271087
25441,0.4896569095870366
25442,0.0030905763880633235
25443,0.008730062489784772
25444,0.42057076782596625
25445,0.004972502318843774
25446,0.09350362407298858
25447,0.020733808380022044
25448,0.01573368594553101
